id,prefix_id,supplier_id,group_line_id,group_line_name,status_id,created_on,created_by,updated_on,updated_by,transfer_switch
155,8,NULL,10155,GUY LAROCHE,1,NULL,NULL,NULL,NULL,NULL
154,8,27,10154,GUERLAIN,1,NULL,NULL,2020-10-13 15:25:04.000,1,NULL
153,8,26,10153,GUCCI,1,NULL,NULL,2020-10-13 15:23:31.000,1,NULL
152,8,158,10152,GREY FLANNEL,1,NULL,NULL,2021-04-29 11:34:58.000,1,0
151,8,NULL,10151,GODFREY PHILIPS,1,NULL,NULL,NULL,NULL,NULL
150,8,NULL,10150,GL,1,NULL,NULL,NULL,NULL,NULL
149,8,23,10149,GIVENCHY,1,NULL,NULL,2020-10-13 11:30:15.000,1,NULL
148,8,NULL,10148,GITANES,1,NULL,NULL,NULL,NULL,NULL
147,8,29,10147,JACOMO,1,NULL,NULL,2020-10-13 15:28:50.000,1,NULL
146,8,NULL,10146,GIORGIO,1,NULL,NULL,NULL,NULL,NULL
145,8,NULL,10145,GHOST,1,NULL,NULL,NULL,NULL,NULL
144,8,NULL,10144,GERBE ,1,NULL,NULL,NULL,NULL,NULL
143,8,NULL,10143,GEORGETTE,1,NULL,NULL,NULL,NULL,NULL
142,8,NULL,10142,GENNY CARESS,1,NULL,NULL,NULL,NULL,NULL
141,8,NULL,10141,GAULOISES,1,NULL,NULL,NULL,NULL,NULL
140,8,NULL,10140,GANT,1,NULL,NULL,NULL,NULL,NULL
139,8,NULL,10139,GAMBINI,1,NULL,NULL,NULL,NULL,NULL
138,8,NULL,10138,GAETANO NAVARRA,1,NULL,NULL,NULL,NULL,NULL
137,8,NULL,10137,FRANK APPLE,1,NULL,NULL,NULL,NULL,NULL
136,8,98,10136,FRANCK BOCLET,1,NULL,NULL,2021-04-29 11:34:23.000,1,0
135,8,90,10135,FORD MUSTANG,1,NULL,NULL,2021-04-29 11:32:44.000,1,0
134,8,NULL,10134,FONTENAY,1,NULL,NULL,NULL,NULL,NULL
133,8,NULL,10133,FIORUCCI,1,NULL,NULL,NULL,NULL,NULL
132,8,163,10132,FIFTY CENTS,1,NULL,NULL,2021-05-02 12:30:54.000,1,0
131,8,4,10131,FERRERO,1,NULL,NULL,2018-12-17 18:44:19.000,1,NULL
130,8,30,10130,FERRARI,1,NULL,NULL,2020-10-13 15:21:29.000,1,NULL
129,8,26,10129,FERRAGAMO,1,NULL,NULL,2020-10-13 15:20:33.000,1,NULL
128,8,114,10128,FERAUD,1,NULL,NULL,2021-04-29 10:34:42.000,1,0
127,8,26,10127,FERA,1,NULL,NULL,2020-10-13 15:20:08.000,1,NULL
126,8,NULL,10126,FENDI B/LINE,1,NULL,NULL,NULL,NULL,NULL
125,8,NULL,10125,FACONNABLE,1,NULL,NULL,NULL,NULL,NULL
124,8,NULL,10124,FACIS,1,NULL,NULL,NULL,NULL,NULL
123,8,152,10123,EVA LONGORIA,1,NULL,NULL,2021-04-29 11:20:02.000,1,0
122,8,NULL,10122,ETI,1,NULL,NULL,NULL,NULL,NULL
121,8,26,10121,ESTEE LAUDER,1,NULL,NULL,2020-10-13 15:17:01.000,1,NULL
120,8,26,10120,ESCADA,1,NULL,NULL,2020-10-13 15:15:07.000,1,NULL
119,8,NULL,10119,ERNESTO DOLANI,1,NULL,NULL,NULL,NULL,NULL
118,8,NULL,10118,ERMANNO SCERVINO,1,NULL,NULL,NULL,NULL,NULL
117,8,NULL,10117,ERCUIS,1,NULL,NULL,NULL,NULL,NULL
116,8,137,10116,ENRICO COVERI,1,NULL,NULL,2021-04-29 11:18:48.000,1,0
115,8,88,10115,ENGLISH LAUNDRY,1,NULL,NULL,2021-04-29 11:18:07.000,1,0
114,8,NULL,10114,EMELDA,1,NULL,NULL,NULL,NULL,NULL
113,8,23,10113,ELIZABETH ARDEN,1,NULL,NULL,2020-10-13 15:14:33.000,1,NULL
112,8,NULL,10112,ELITOR,1,NULL,NULL,NULL,NULL,NULL
111,8,85,10111,ELIE SAAB,1,NULL,NULL,2021-04-29 11:17:04.000,1,0
110,8,NULL,10110,EGERMANN,1,NULL,NULL,NULL,NULL,NULL
109,8,NULL,10109,EDEN PARK,1,NULL,NULL,NULL,NULL,NULL
108,8,162,10108,EDDY MONETTI,1,NULL,NULL,2021-04-29 11:11:05.000,1,0
107,8,150,10107,ED HARDY,1,NULL,NULL,2021-04-29 11:10:30.000,1,0
106,8,115,10106,E. MARINELLA,1,NULL,NULL,2021-04-29 11:09:49.000,1,0
105,8,26,10105,DUNHILL,1,NULL,NULL,2020-10-13 15:12:06.000,1,NULL
104,8,NULL,10104,DUKE,1,NULL,NULL,NULL,NULL,NULL
103,8,NULL,10103,DUETTO,1,NULL,NULL,NULL,NULL,NULL
102,8,NULL,10102,DUCATI,1,NULL,NULL,NULL,NULL,NULL
101,8,30,10101,DSQUARED,1,NULL,NULL,2020-10-13 15:11:43.000,1,NULL
100,8,NULL,10100,DORMEUIL,1,NULL,NULL,NULL,NULL,NULL
99,8,NULL,10099,DKNY,1,NULL,NULL,NULL,NULL,NULL
98,8,103,10098,DISNEY,1,NULL,NULL,2021-04-29 11:08:15.000,1,0
97,8,20,10097,DIOR,1,NULL,NULL,2019-01-16 11:35:01.000,1,NULL
96,8,NULL,10096,DIMATTIA,1,NULL,NULL,NULL,NULL,NULL
95,8,NULL,10095,DIM,1,NULL,NULL,NULL,NULL,NULL
94,8,26,10094,DIESEL,1,NULL,NULL,2020-10-13 15:10:45.000,1,NULL
93,8,141,10093,DIEGO DALLA PALMA,1,NULL,NULL,2021-04-29 11:07:47.000,1,0
92,8,113,10092,DIANE VON FURSTENBERG,1,NULL,NULL,2021-04-29 11:07:13.000,1,0
91,8,NULL,10091,DIANE,1,NULL,NULL,NULL,NULL,NULL
90,8,NULL,10090,DEL MARE,1,NULL,NULL,NULL,NULL,NULL
89,8,5,10089,DAVIDOFF,1,NULL,NULL,2018-12-23 17:07:53.000,1,NULL
88,8,60,10088,DAVID BECKHAM,1,NULL,NULL,2021-04-29 11:05:35.000,1,0
87,8,NULL,10087,DANNEMANN,1,NULL,NULL,NULL,NULL,NULL
86,8,NULL,10086,DANIEL DEL POZZO,1,NULL,NULL,NULL,NULL,NULL
85,8,NULL,10085,DANGLER,1,NULL,NULL,NULL,NULL,NULL
84,8,NULL,10084,DAKS,1,NULL,NULL,NULL,NULL,NULL
83,8,NULL,10083,DAISY FUENTES,1,NULL,NULL,NULL,NULL,NULL
82,8,26,10082,DOLCE AND GABBANA,1,NULL,NULL,2020-10-13 12:36:07.000,1,NULL
81,8,NULL,10081,CREED,1,NULL,NULL,NULL,NULL,NULL
80,8,NULL,10080,COURTS & HACKETTS,1,NULL,NULL,NULL,NULL,NULL
79,8,NULL,10079,CORVETTE,1,NULL,NULL,NULL,NULL,NULL
78,8,NULL,10078,CORDUROY,1,NULL,NULL,NULL,NULL,NULL
77,8,139,10077,COLLISTAR,1,NULL,NULL,2021-04-29 11:05:03.000,1,0
76,8,NULL,10076,COLIBRI  ,1,NULL,NULL,NULL,NULL,NULL
75,8,NULL,10075,COLANI,1,NULL,NULL,NULL,NULL,NULL
74,8,NULL,10074,COHIBA,1,NULL,NULL,NULL,NULL,NULL
73,8,26,10073,COACH,1,NULL,NULL,2020-10-13 12:33:39.000,1,NULL
72,8,NULL,10072,CLYDA,1,NULL,NULL,NULL,NULL,NULL
71,8,NULL,10071,CLINIQUE,1,NULL,NULL,NULL,NULL,NULL
70,8,NULL,10070,CLARKS,1,NULL,NULL,NULL,NULL,NULL
69,8,31,10069,CLARINS,1,NULL,NULL,2020-10-13 12:29:53.000,1,NULL
68,8,NULL,10068,CINDY CRAWFORD,1,NULL,NULL,NULL,NULL,NULL
67,8,91,10067,CHRISTIANO RONALDO,1,NULL,NULL,2021-04-29 11:04:28.000,1,0
66,8,75,10066,CHRISTIAN SIRIANO,1,NULL,NULL,2021-04-29 11:03:37.000,1,0
65,8,NULL,10065,CHRISTIAN LACROIX,1,NULL,NULL,NULL,NULL,NULL
64,8,NULL,10064,CHRISTIAN DIOR,1,NULL,NULL,NULL,NULL,NULL
63,8,NULL,10063,CHRISTIAN BERNARD,1,NULL,NULL,NULL,NULL,NULL
62,8,33,10062,CHOPARD,1,NULL,NULL,2020-10-13 12:28:06.000,1,NULL
61,8,33,10061,CHLOE,1,NULL,NULL,2020-10-13 12:25:42.000,1,NULL
60,8,NULL,10060,CHIARUGI,1,NULL,NULL,NULL,NULL,NULL
59,8,30,10059,CHARRIOL,1,NULL,NULL,2020-10-13 11:25:17.000,1,NULL
58,8,NULL,10058,CHARLES JOURDAN,1,NULL,NULL,NULL,NULL,NULL
57,8,103,10057,CHANEL,1,NULL,NULL,2021-04-29 11:01:57.000,1,0
56,8,NULL,10056,CESARE PACIOTTI,1,NULL,NULL,NULL,NULL,NULL
55,8,NULL,10055,CERRUTI,1,NULL,NULL,NULL,NULL,NULL
54,8,NULL,10054,CEASAR CRYSTAL BOHEMIAE,1,NULL,NULL,NULL,NULL,NULL
53,8,30,10053,CARTIER,1,NULL,NULL,2020-10-13 11:21:45.000,1,NULL
52,8,26,10052,CAROLINA HERRERA,1,NULL,NULL,2020-10-13 11:21:16.000,1,NULL
51,8,87,10051,CARITA,1,NULL,NULL,2021-04-29 11:01:16.000,1,0
50,8,149,10050,CARIBEAN JOE,1,NULL,NULL,2021-04-29 11:00:40.000,1,0
49,8,NULL,10049,CAPUCCI,1,NULL,NULL,NULL,NULL,NULL
48,8,NULL,10048,CAPPOPERA,1,NULL,NULL,NULL,NULL,NULL
47,8,NULL,10047,CAPOVERSO,1,NULL,NULL,NULL,NULL,NULL
46,8,NULL,10046,CANTARELLI,1,NULL,NULL,NULL,NULL,NULL
45,8,NULL,10045,CAMPBELL,1,NULL,NULL,NULL,NULL,NULL
44,8,33,10044,CALVIN KLEIN,1,NULL,NULL,2020-10-13 10:36:46.000,1,NULL
43,8,26,10043,CACHAREL,1,NULL,NULL,2020-10-13 10:35:08.000,1,NULL
42,8,74,10042,CABOTINE,1,NULL,NULL,2021-04-29 10:59:55.000,1,0
41,8,26,10041,BVLGARI,1,NULL,NULL,2020-10-13 10:34:17.000,1,NULL
40,8,30,10040,BURBERRY,1,NULL,NULL,2020-10-13 10:31:49.000,1,NULL
39,8,78,10039,BRIONI,1,NULL,NULL,2021-04-29 10:59:00.000,1,0
38,8,118,10038,BOTTEGA VENETTA,1,NULL,NULL,2021-04-29 10:57:13.000,1,0
37,8,NULL,10037,BOLERO ,1,NULL,NULL,NULL,NULL,NULL
36,8,NULL,10036,BOHEMA,1,NULL,NULL,NULL,NULL,NULL
35,8,NULL,10035,BEVERLY HILLS,1,NULL,NULL,NULL,NULL,NULL
34,8,NULL,10034,BEN 10,1,NULL,NULL,NULL,NULL,NULL
33,8,NULL,10033,BCBG,1,NULL,NULL,NULL,NULL,NULL
32,8,28,10032,BASSAM FATTOUH,1,NULL,NULL,2020-10-13 10:24:30.000,1,NULL
31,8,NULL,10031,BARBIE,1,NULL,NULL,NULL,NULL,NULL
30,8,NULL,10030,BALMAIN,1,NULL,NULL,NULL,NULL,NULL
29,8,NULL,10029,BALESTRA ,1,NULL,NULL,NULL,NULL,NULL
28,8,NULL,10028,BALENCIAGA,1,NULL,NULL,NULL,NULL,NULL
27,8,37,10027,BALDESSARINI,1,NULL,NULL,2020-10-13 10:23:39.000,1,NULL
26,8,30,10026,AZZARO,1,NULL,NULL,2020-10-13 10:18:45.000,1,NULL
25,8,135,10025,AXIS,1,NULL,NULL,2021-04-29 10:56:18.000,1,0
24,8,106,10024,AUBADE,1,NULL,NULL,2021-04-29 10:55:41.000,1,0
23,8,NULL,10023,ART DECO ,1,NULL,NULL,NULL,NULL,NULL
22,8,2,10022,ARNOTTS,1,NULL,NULL,2020-03-10 18:58:26.000,1,NULL
21,8,21,10021,ARNOLD ANDRE,1,NULL,NULL,2020-04-27 11:46:58.000,1,NULL
20,8,26,10020,GIORGIO ARMANI,1,NULL,NULL,2020-10-13 15:22:08.000,1,NULL
19,8,NULL,10019,AQUILA,1,NULL,NULL,NULL,NULL,NULL
18,8,NULL,10018,AQUASCUTUM,1,NULL,NULL,NULL,NULL,NULL
17,8,77,10017,ANTONIO VISCONTI,1,NULL,NULL,2021-04-29 10:55:02.000,1,0
16,8,26,10016,ANTONIO BANDERAS,1,NULL,NULL,2020-10-13 11:31:11.000,1,NULL
15,8,NULL,10015,ANNE DE CASIGNAC,1,NULL,NULL,NULL,NULL,NULL
14,8,NULL,10014,ALTESSE,1,NULL,NULL,NULL,NULL,NULL
13,8,NULL,10013,ALIEN,1,NULL,NULL,NULL,NULL,NULL
12,8,73,10012,ALFRED SUNG,1,NULL,NULL,2021-04-29 10:54:10.000,1,0
11,8,NULL,10011,ALEXANDER NICO,1,NULL,NULL,NULL,NULL,NULL
10,8,86,10010,ALAIA,1,NULL,NULL,2021-04-29 10:53:36.000,1,0
9,8,NULL,10009,AIGNER,1,NULL,NULL,NULL,NULL,NULL
8,8,1,10008,AGIO,1,NULL,NULL,2020-04-27 11:45:48.000,1,NULL
7,8,NULL,10007,ADVENTURE TIME,1,NULL,NULL,NULL,NULL,NULL
6,8,NULL,10006,ADRIENNE VITTADINI,1,NULL,NULL,NULL,NULL,NULL
5,8,NULL,10005,ADRIANA KAREMBEU,1,NULL,NULL,NULL,NULL,NULL
4,8,NULL,10004,ADORINI,1,NULL,NULL,NULL,NULL,NULL
3,8,NULL,10003,ABITART,1,NULL,NULL,NULL,NULL,NULL
2,8,NULL,10002,A.Z. BIGIOTTERIE,1,NULL,NULL,NULL,NULL,NULL
1,8,148,10001,24,1,NULL,NULL,2021-04-29 10:52:53.000,1,0
